"","Apple","Nike","Facebook","Microsoft","CocaCola","USBancorp","P&G","Kellogs","AT&T"
"2014-02-04",0.00640668523676902,-0.0247388675096208,-0.0155481516738062,-0.0204027556968734,-0.0152551288795372,-0.0178841309823677,-0.00899726170295989,-0.0155145664540596,-0.0372148859543818
"2014-02-05",0.00152228065319671,-0.00676437429537757,0.0111200644641418,-0.0183932918582634,0.00133547008547019,0.00179533213644523,-0.000789473684210562,0.00157590614603409,0.0099750623441397
"2014-02-06",0.00690894016857824,0.003972758229285,-0.0204016576346828,-0.0135023422430423,0.0338757001867163,0.00435227854582676,0.00776929154595729,-0.00349650349650354,-0.00277777777777766
"2014-02-07",0.0220941402497599,0.0163934426229508,0.0131793036121055,0.0145251396648045,-0.0152218782249741,0.0178434871271986,0.00601071475238468,0.0175438596491229,-0.00402352212937174
"2014-02-10",-0.00523630504833517,0.0111234705228032,0.032599967881805,0.00853524229074898,-0.00261985852763957,0.00250438266967201,0.00571502792570477,0.00620689655172413,0.00839030453697953
"2014-02-11",0.0230800377918747,-0.00110011001100108,-0.00855365474339032,0.00682500682500686,0.0157604412923562,0.0017486884836373,0.00865297688234512,0.00839616175462643,0.00523882896764238
"2014-02-12",0.0120052770448549,0.0231277533039647,0.0183529411764707,0.0127440347071583,0.00465477114041901,0.00523690773067331,0.000384122919334207,0.0156329651656755,0.00889025137952171
"2014-02-13",-0.00430191630817367,-0.00645855758880498,-0.0113986444855205,-0.000535475234270444,-0.0185328185328185,-0.00421731580253049,-0.0133111480865223,-0.00903463275890926,-0.00243087207535697
"2014-02-14",0.014663524482849,0.0140845070422535,0.0517295107510127,0.00160728636485397,0.0123262522947809,0.0037369207772795,0.00778311064988957,0.00810400135066702,0.0167529698446545
"2014-02-18",0.00645161290322571,0.00347222222222232,-0.00829629629629636,0.00641882856378717,-0.0160621761658032,0.0131546289401836,0.023040288325396,0.00803885446323904,-0.00449370880766942
"2014-02-19",-0.00230769230769234,-0.00718658504125635,0.00164326262324477,-0.0108955620515547,-0.0126382306477092,-0.00489955903968653,-0.0231504781077001,-0.000498421664728355,-0.0153475774902196
"2014-02-20",-0.0215882806476483,0.00536193029490617,0.0101416853094707,0.00940354648038699,-0.0117333333333333,-0.0164943377646478,0.00412158681092212,-0.00897606382978722,0.00397310513447446
"2014-02-21",-0.000394011032308961,0.00533333333333341,0.0289384320094492,0.00984828320468445,0.0143011332973557,0.0077596996245306,0.00115443817342231,0.00872190540087225,0.00700152207001503
"2014-02-24",-0.0180002627775588,0.0159151193633951,-0.013631797962405,-0.00658935160780183,-0.00771481777068384,0.000993541977148515,-0.000256245996156257,0.00581975390754907,-0.00755743651753327
"2014-02-25",0.0119079475515118,0.014621409921671,0.0321501309281351,-0.00212257893340406,0.00884718498659542,0.0111662531017371,-0.0038446751249519,0.00462886427508691,-0.00974718245507156
"2014-02-26",-0.0109744810260478,0.00772002058672139,-0.0107117688513038,-0.0007976601967562,0.00717512622907246,0.003435582822086,0.00643252283545603,0.00164554879052159,-0.00799753921870183
"2014-02-27",-0.0122994652406417,-0.00408580183861074,-0.0121099871776605,-0.00345928685470986,-0.00158311345646422,0.00122279285888971,-0.00588009714943127,-0.0121570560210283,-0.00806201550387597
"2014-02-28",0.0230102869518138,-0.00128205128205117,0.00187481972887227,0.0141522029372496,0.00634249471458759,0.00512945774303852,0.00604346148900592,0.0021619823715282,0.00812753985620507
"2014-03-03",-0.0107171209314634,-0.00333761232349172,-0.0361307039009645,-0.0015797788309635,-0.005252100840336,-0.00656136087484804,0.000255623721881593,0.00132758048456694,-0.013953488372093
"2014-03-04",0.0145780393205832,0.0118495620814014,0.0253882915173238,0.0073839662447257,0.0121436114044351,0.00415851272015644,-0.00217224635829294,0.00331455087835586,0.00943396226415105
"2014-03-05",-0.000131821776957586,-0.000509164969450193,0.0150014564520828,0.00130890052356003,0.00208659363588937,0.01047503045067,0.00294531950313726,0.0122233234225306,0.00436137071651088
"2014-03-06",0.00342781806196446,-0.00916963830871109,0.0314248816185967,-0.00287581699346406,-0.000520562207183883,0.00458052073288351,-0.00357507660878431,0.000163185378589947,-0.00279156327543439
"2014-03-07",-0.00315333070555768,0.0167095115681233,-0.0111296605453534,0.00367068694284223,0.00416666666666687,0.00527957763378928,0.00474115838031763,0.00293685756240825,0.0102643856920683
"2014-03-10",-0.00514037168841441,0.000758533501896252,-0.00436128306133932,-0.00757575757575757,-0.000259336099585172,0.00334208641680589,-0.00153041703864287,0.00211485277371071,-0.0061576354679802
"2014-03-11",0.0133810280869102,-0.00151591712986343,0.0244453864631906,-0.00315872598052136,0.00752269779507153,0.00261717820604335,0.00383190701238978,0.000811688311688208,0.0077447335811649
"2014-03-12",-0.00169956857105502,-0.0118927125506074,-0.0364137931034483,-0.00184842883548986,-0.0146755921730175,-0.00949216896060745,0.000890698562157954,-0.0024330900243309,-0.00860743928681218
"2014-03-13",0.00550026191723418,0.0145966709346992,0.0204695104494705,0.0164021164021164,0.00470342304677285,0.0126976521322473,0.00839054157131947,0.011219512195122,0.00775193798449614
"2014-03-14",-0.0161500390726751,-0.0121150933871781,-0.0392761958198907,-0.0200416449765748,-0.0130039011703511,-0.0158504849775255,-0.00277357539082201,-0.00964785335262897,-0.00646153846153852
"2014-03-17",-0.00198570293884037,0.00766479305058754,-0.00452620820557725,0.00664010624169986,0.00579710144927525,0.00624999999999987,-0.00101137800252837,-0.00535801266439362,0.0120780427376896
"2014-03-18",-0.00344873325374728,0.00380324543610566,0.00850689351716039,0.00949868073878624,0.00261985852763957,0.00382226469183,0.0103771197165277,-0.00310153444335615,0.00764993880048959
"2014-03-19",0.0121123386130708,0.00227330133872172,0.00596276905177429,0.0316257187663356,0.00235171152338642,0.00880533079485946,-0.00200400801603207,0.0127722285901424,0.00273307014880064
"2014-03-20",-0.00447133087848506,-0.00504032258064524,-0.0167702761312707,-0.00557385355966555,-0.00651720542231493,-0.0047180938900685,-0.0122991967871486,-0.00339531123686343,0.00151423379769833
"2014-03-21",0.0038309114927344,-0.0235562310030395,-0.00705778561976189,0.0374522292993631,0.0175806874836002,0.026783598009007,0.00432020330368488,0.0111940298507462,0.0384033867553675
"2014-03-24",0.0122384524279511,-0.0210116731517509,-0.00503479934843776,-0.00933202357563845,-0.00773594636410535,-0.000230840258541032,-0.00683198380566807,-0.0104283651532168,0.00203843913803126
"2014-03-25",0.00572022880915224,-0.001589825119237,-0.0342312844173239,0.00793257312840834,0.000259875259875475,0.00230893558069711,0.0129936305732483,0.000486381322957197,-0.00087183958151682
"2014-03-26",0.00917786970010326,-0.0156581740976645,-0.00231160425335186,-0.00442695523856373,0.00519615484541425,0.00460723335636959,0.00641348088531202,0.00615783503484035,0.0154159394997089
"2014-03-27",-0.0119123863199692,-0.0115934214073876,-0.0653382761816497,-0.018280632411067,-0.00465236495218402,-0.0178858060077964,-0.00599775084343379,-0.00289901755516198,-0.00716127184187909
"2014-03-28",-0.00311122634171634,0.00354609929078031,0.0137167410345398,0.0012581781580272,0.0098675668657493,-0.0112070978286247,0.00490257699560015,0.00145372314650305,0.0121177149451819
"2014-03-31",0.00169050715214558,0.00570807284588204,-0.00912944245190739,0.0160844433274692,0.00257135510413997,0.00354191263282178,0.000750562922191778,0.00580645161290327,0.00627137970353475
"2014-04-01",-0.00272621056731159,0.000270270270270156,-0.00526488976637052,0.017808558001484,-0.0117978968966402,0.0256470588235296,0.00749999999999984,0.00176395125080187,-0.00821529745042493
"2014-04-02",0.00859151262692026,0.00945690353958395,0.0454846179292094,0.0070473876063184,-0.00103815208928104,-0.0144528561596697,-0.00508684863523567,0.000320153673763368,0.00428449014567267
"2014-04-03",-0.00180691791430043,-0.00214132762312624,-0.0104413858566683,-0.00361969111969107,-0.00259807742270723,-0.0065176908752328,0.00112233445566789,0.00592094735157622,0.00824800910125156
"2014-04-04",-0.00284458236358931,-0.00268240343347648,-0.0417266187050359,-0.000968757568418521,-0.00390726751758264,0.0119493908153701,0.00236671649227693,0.0488386891504933,0.0107193229901268
"2014-04-07",-0.0219139004149377,-0.020979020979021,-0.0674007340674008,-0.0312727272727272,0.000784518828451874,-0.0201435517480898,-0.00559214614141923,-0.0324586682845444,-0.00809377616522466
"2014-04-08",-0.00530292986875258,-0.00796703296703294,0.0318425760286225,-0.00525525525525528,0.010452051215051,-0.00850661625708882,0.006123469132717,0.0242984793854837,-0.013787281935847
"2014-04-09",-0.00493136078901779,0.0144004430905567,0.0338072122052706,0.00452830188679254,0.00439617274372894,0.000476644423260231,0.016022854303813,-0.00229568411386605,0.00570613409415133
"2014-04-10",0.0154031609965177,0.00682500682500686,0.0578567834982391,0.0127723516153269,0.00360453141091632,0.00309671272034318,-0.00268948655256718,0.0124252185918086,-0.00283687943262412
"2014-04-11",-0.0220287561007783,-0.0238611713665944,-0.086873811033608,-0.0356083086053411,-0.00384812724474082,-0.0384706720493944,-0.0073547438097572,-0.00878787878787879,-0.000568990042674189
"2014-04-14",0.00566495818721346,-0.00416666666666665,0.0432291666666667,0.00282051282051277,-0.00309039402523814,0.0118547789577672,0.000246974561620039,0.00917150718434723,0.0042698548249358
"2014-04-15",-0.00321888412017179,0.0094839609483961,-0.0133133632884008,0.00588084888775264,0.0289330922242315,-0.00610202587258968,-0.00259259259259248,-0.005907300817934,0.00198412698412698
"2014-04-16",-0.00417115177610317,0.00635534678087879,0.00843312531624218,0.0183019827147941,0.00728094401205115,0.0149803536345776,0.00606510706770624,-0.0019808014627456,0.0115983026874116
"2014-04-17",0.00378327253073918,0.0068643602416254,-0.00819535039304231,-0.00124812780828765,0.007726819541376,-0.022985724655214,0.00233759842519676,0.00610687022900769,0.0075503355704698
"2014-04-21",0.0102301790281329,0.00790837196618477,0.0026981450252952,0.00299925018745317,0.000989364333415788,-0.00222882615156028,0.00417331533079657,0.00151745068285281,0.00138773244518453
"2014-04-22",0.00559626915389733,-0.00270562770562777,0.053649512277161,-0.00423623224520309,0.00271806276254005,0.000992802184164754,-0.00330033003300323,-0.000151515151515236,0.000554323725055594
"2014-04-23",0.0014575327944879,0.0111231687466089,0.0127693535514766,0.000750750750750706,0.00295712173484497,0.00545499628068424,-0.0100564140299241,0.00333383846037272,-0.0301939058171746
"2014-04-24",0.0739613654405928,-0.00697612020391747,0.00236406619385332,-0.00625156289072271,0,0.0115906288532677,-0.00569871159563917,0.002567587977647,-0.000285632676378156
"2014-04-25",-0.00640630774916839,-0.0126992704674412,-0.0570754716981132,0.0138399597382988,-0.00589680589680597,-0.0114578254509996,0.0117119362073261,-0.00135583006929785,-0.0162857142857143
"2014-04-28",0.014631122132672,0.00383141762452111,-0.0320160080040021,-0.00372300819061799,0.00889767671774599,-0.00468557336621445,0.0041871921182266,0.00950369588173161,0.00697066511763
"2014-04-29",0.0365391665648294,-0.0223555070883316,-0.0337639965546941,0.0239162929745889,0.0036746692797649,-0.000743310208126902,0.0148393426539122,0.00164375373580383,0.0187481972887222
"2014-04-30",-0.00188634755953776,0.00836586726157273,0.0265644499910858,-0.0170316301703164,-0.00683426897730044,0.00520704190428956,-0.00435045317220539,-0.00522154259286878,0.00311438278595699
"2014-05-01",-0.00106307583274279,0.00663716814159288,0.0494963529003127,-0.00396039603960385,0.00245760629147207,0.00542673902318702,0,0.00389922015596866,0.00903189387524694
"2014-05-02",0.000591226203145556,0.00164835164835164,0.0143968227701472,0.00173956262425445,0,-0.00686947988223752,-0.00206335720354411,-0.0234538392590379,-0.00139860139860137
"2014-05-05",-0.00366343653982515,-0.00329127811300045,-0.0265905383360522,-0.0195981146117589,-0.00343221377788672,-0.00666996047430823,-0.00705424470931648,0.00198867982254858,-0.00336134453781523
"2014-05-06",0.0196892420827897,0.004402861860209,0.0219540807776102,-0.00581983805668029,-0.00319803198031965,0.00248694354638146,0.00146986771190605,-0.00396946564885503,0.00505902192242824
"2014-05-07",-0.0108177271141094,-0.00383561643835617,-0.0362413906198753,-0.00178162382285574,0.00444225074037519,0.000992309600595265,-0.00379158512720157,0.00459840588595961,-0.00559284116331082
"2014-05-08",-0.0117591721542804,-0.00605060506050603,-0.0262038454994046,0.00305966343702213,0.00368550368550369,0.00223048327137532,0.00748925721301408,0.00686603600854419,0.00928008998875129
"2014-05-09",-0.0063065207044265,0.00830105146651894,-0.0066398741918573,0.00508388408744276,-0.00171358629130969,-0.00717111770524237,0.00170606873019752,0.00409152901954868,0.0136528280858179
"2014-05-12",0.00502933780385595,0.0101536772777169,0.0198768689533859,0.00505816894284283,0.00245218244237377,0.00697384806973855,0.00498783454987839,0.0173558708119528,0.00962067069818562
"2014-05-13",0.00762540212081486,0.0143982613420266,0.0289755087961365,0.00452944136889788,-0.00122309197651671,0.000494682166708005,-0.00811039825686966,0.0109775997626467,-0.00680642526545061
"2014-05-14",0.000709471443774312,-0.00267809319764334,-0.00217901441501833,0.00951903807615229,0.00465344109723254,-0.000741656365883858,-0.00244081034903587,-0.000733675715334003,-0.0104166666666665
"2014-05-15",0.0038993264799716,-0.014500537056928,-0.00453552830505632,-0.00521091811414376,-0.00975134080936146,-0.00420583869371605,-0.00599461707854165,0.00102790014684295,0.00831024930747915
"2014-05-16",-0.0102401129943501,-0.00599455040871955,-0.0160310496118797,-0.010476428036917,-0.00246184145741002,0.00844720496894413,-0.00763076923076933,-0.0173096670089483,0.00412087912087911
"2014-05-19",0.0156974669996433,0.0145285087719298,-0.00720288115246104,-0.00151247794303,0.00197433366238897,0.0051736881005171,-0.00768944561577567,0.00552321241976417,-0.0153214774281805
"2014-05-20",0.0111228193419974,0.000270197243988246,0.0278113663845223,0.00176723049734906,0.00492610837438412,0.0122549019607843,0.000124984376952852,0.00282066508313528,0.0100027785495971
"2014-05-21",-0.00115794349235754,-0.00891410048622376,-0.015798319327731,0.00302419354838701,-0.00612745098039214,-0.000242130750605307,0.00399900024993771,0.00547742413027397,-0.018707015130674
"2014-05-22",0.00463714351959177,0.0141727991278278,0.0406420765027322,0.0123115577889448,0.00542540073982756,-0.00048437878420915,0.000373412994772337,-0.00412249705535928,-0.00981216708718813
"2014-05-23",0.00103854142626369,0.00940607363611945,-0.00869707909419104,0.00198560436832951,-0.00343389747363254,0.00266537436394465,0.00174194351126045,0.00310467179183904,0.00113250283125699
"2014-05-27",0.014178674351585,0.0175718849840254,0.0200297963913258,-0.00272479564032702,-0.00172286487816886,0.00555824069598843,0.000496832691591065,0.00191599115696395,-0.00197963800904977
"2014-05-28",0.0164810184132758,0.00104657247514384,0.0287244401168452,-0.00298062593144555,0.00345167652859968,0.00264359528959379,-0.00645561762880198,0.000294204177699209,0
"2014-05-29",0.00290730180029053,-0.00418191322530048,0.00709891150023667,0.000249128051818648,-0.000491400491400618,0.0107861936720999,0.00087467199800062,-0.00485294117647062,0.00226693114196652
"2014-05-30",0.0161667967443417,0.00262467191601057,0.00172305764411029,0.00747198007471983,-0.0034414945919371,-0.00450557268200158,0.00187265917603008,0.0162553568789714,-0.00226180378852125
"2014-06-02",-0.00625411454904545,0.00785340314136107,-0.0112587959343238,0.0123609394313968,0.00518006906758761,0.00571700809909492,0.00510903426791276,0.00334448160535117,0.00595069424766215
"2014-06-03",-0.00872253505575793,-0.0075324675324675,-0.00964731931045393,-0.00854700854700863,-0.000736196319018445,-0.00355281856939837,-0.00768658566823688,-0.00318840579710145,-0.00197183098591547
"2014-06-04",0.0142570728447315,-0.0128238680973568,-0.00271478760779298,-0.00960591133004929,0.00466601178781922,0.000950796291894429,-0.000499750124937637,0.00261703983716188,-0.00649167372283366
"2014-06-05",0.0137272128267076,0.0116648992576882,0.0193755004003202,0.00945038547624977,-0.00439990222439501,0.00854903823319875,0.0013749999999999,0.00783062645011601,-0.0036931818181819
"2014-06-06",0.00574152312858844,-0.00209643605870014,-0.00455545083254794,0.0219265829021924,0.0051559047385219,0.000470920649870532,-0.000249656722007163,-0.0105035971223022,0
"2014-06-09",-0.00150797070228348,-0.000787815126050417,-0.0153069275682499,-0.00216972034715512,-0.0021983390327307,0.0091786302659449,-0.00224747159445637,-0.00247200814308568,-0.00057028799543779
"2014-06-10",0.0218985976267529,0.0031537450722734,0.0181089743589744,-0.00869775308045417,-0.00024479804161559,0.0128264925373134,0.00150168940057571,-0.0103498542274052,-0.00370898716119816
"2014-06-11",-0.00633379077377816,-0.0086455331412103,0.0281756650401384,-0.00243724104313925,0.00342801175318308,-0.0105917568501036,0.000249906285143098,0.00250405067020187,0.000859106529209619
"2014-06-12",-0.000956124508658118,-0.00634249471458781,0.00811390079608088,-0.00293183483997062,-0.013909224011713,-0.000930882010705125,-0.0028732042473455,-0.0047017337643257,-0.0031473533619456
"2014-06-13",-0.0195661420672055,-0.00611702127659586,-0.0174639331814729,0.0071061014457241,-0.000494926998267697,0.00186349871884461,-0.00112753695815571,-0.00841452612931792,0.00229621125143509
"2014-06-16",-0.00748373101952271,0.000802782981000894,-0.0083462132921176,-0.00145985401459858,-0.00495172072295125,-0.00116252034410591,-0.00263388937664633,0.00253089176715804,0.00143184421534936
"2014-06-17",0.00874221396568675,-0.000534759358288617,-0.000935162094763076,0.00609161793372315,0.0246329932819109,-0.00605214152700184,0.00113179074446679,0.00163350163350162,0.00142979696883061
"2014-06-18",-0.00043332250027095,0.0064205457463884,0.00608424336973479,0.00750787115524343,-0.00947061680427397,0.00936768149882905,-0.00213541012435625,-0.0171979243884358,0
"2014-06-19",0.000216755175029837,0.0159489633173844,0.0150410916421151,-0.000721153846153899,0.0183868595243932,0.00487238979118332,0.00516112789526679,0.0102579574596469,0.00656767561393479
"2014-06-20",-0.00476758045292025,-0.0047095761381476,-0.0152765047357165,-0.00312725523213864,0.00794415021665862,0.00761948741630114,0.00738885410144019,0.00164252650440488,0.0107801418439717
"2014-06-23",-0.00577027762656501,-0.0128811777076762,-0.00217188954390324,0.00699806949806958,-0.00979221399570085,-0.0016040329972502,-0.00472401790154142,0.00134168157423975,-0.00168397417906263
"2014-06-24",-0.00624178712220758,0.00399467376830898,0.0161691542288558,0.00239635753654444,0.0014471780028944,0.00206564149644239,-0.00799400449662757,-0.0114634509453625,-0.00506044419454599
"2014-06-25",-0.0059504132231406,-0.00477453580901854,0.00336597307221531,-0.00310781735596455,0.0019267822736031,-0.0112230874942738,-0.00478468899521522,-0.013855421686747,-0.00480361684091557
"2014-06-26",0.0017736392861103,0.0202558635394456,0.0369014943580359,0.00551558752997594,0.00745192307692299,-0.00393791985174896,0.00253036437246945,-0.00748320097739785,0.0025553662691653
"2014-06-27",0.00497952860462525,0.0256008359456634,-0.0101470588235294,-0.00763176723109948,0.00190885230255322,-0.000697674418604688,-0.0080767289247855,-0.00323126634866888,-0.0039648824695554
"2014-06-30",0.014093811935697,-0.0127356087620988,0.00222849502302758,0.0134583032924778,-0.000238151940938458,0.00907609960437505,0.00521628498727744,0.00648348255634468,0.00653966448677834
"2014-07-01",0.0154180238870794,0.00257997936016507,0.00177883190038552,-0.00735119753379188,0.00976655550262029,0.00207564575645769,-0.00177192760410072,0.00429447852760734,-0.00480225988700567
"2014-07-02",0.0036355859709154,0.00437467833247562,0.00680674755844946,-0.00310559006211186,-0.00188723755602738,-0.00644418872266972,0.00874857360212999,0.0048869883934024,0.00709622480840189
"2014-07-03",-0.00202429149797567,-0.00691775557263652,-0.0173427395649619,0.00431344356578012,-0.00118175372252438,0.0115821172110262,0.00465057817998993,0.00866261398176293,0.0104284103720407
"2014-07-07",0.00501761503149356,0.00619195046439636,-0.00837571043972485,-0.00381770460510611,-0.00709891150023656,-0.00320586214792762,-0.00225197047416503,-0.000452011450956746,0.00139470013946985
"2014-07-08",0.0226258763543659,0.00410256410256404,-0.0187028657616892,0.00287425149700593,0.000238322211630004,-0.00689179875947632,0.00351097178683379,-0.00678323786554125,-0.0100278551532034
"2014-07-09",-0.00862158512516875,-0.00689479060265563,-0.0253612050415002,0.00262717936470014,-0.000953061710745717,0.00300717094610237,0.00787204798200669,0.0042495067536803,0.00450196961170524
"2014-07-10",-0.0176026823134953,-0.00642838776034971,-0.00157703832203115,-0.0145307289185326,-0.00882423086095863,-0.00645756457564584,0.00756260848003976,-0.00846304972041712,-0.00896358543417364
"2014-07-11",0.0170648464163823,0,0.0311167272152899,0.0079767947788254,0.0134744947064485,-0.00232126276694522,-0.00258397932816534,0.00442005791800049,0.00960994912379864
"2014-07-14",0.00524328859060397,0.00879917184265011,0.0283394607843137,0.0124700239808153,-0.00308641975308632,0.0123313168915775,0.0037009622501849,0.00576631259484062,0.00391937290033595
"2014-07-15",0.00980596703525971,-0.0056439199589533,0.0123640697154774,0.00260540028422551,0.0100023815194092,-0.01241094001379,0.00184365781710927,-0.0143331321665662,0.00250976017847182
"2014-07-16",0.0017561983471075,0.00412796697626439,-0.00618010594467311,0.00425230333097093,-0.00353690167413345,0.0104724226204329,-0.00748374432584953,0.00642889943364455,0.0139082058414464
"2014-07-17",-0.0200061874806641,-0.0179856115107915,-0.00755108084098322,0.0691601976005647,-0.00780880265026029,-0.0276370336250576,0.00111248454882551,0.00304182509505702,-0.00493827160493832
"2014-07-18",-0.0148374197621803,0.00523286237571963,-0.003431299418171,-0.0176017601760177,0.005008347245409,-0.00947418285172896,-0.00543276947771332,0.00136467020470055,-0.00248138957816391
"2014-07-21",0.0146336252937405,0,0.0300898203592814,-0.00201567749160125,-0.000474608448030489,0.00454328072692478,-0.00273122284295468,-0.00378558449424593,-0.00304035378662237
"2014-07-22",-0.00326350142120213,0.00364393545028641,0.0138061328295307,0.00987432675044886,-0.0242165242165241,0.00690311830516532,-0.000497945972861791,0.00547195622435015,-0.00110895481009143
"2014-07-23",0.00781580059146592,0.00181535269709543,-0.00028669724770658,0.01,-0.00291970802919717,-0.000945626477541373,0.000498194046581135,0.00362811791383222,-0.00360810435747994
"2014-07-24",0.0169775728358834,0.00880144965053065,0.0891884141095498,-0.0114411441144115,-0.000244021473889688,0.00662565073355426,-0.00261421635752512,-0.0122006326253954,-0.013091922005571
"2014-07-25",-0.00195795548227551,0.00513215293815761,-0.0127698788836229,-0.0140218117071,-0.00122040517451782,0,-0.00124812780828765,0,-0.00169348010160886
"2014-07-28",0.0100154878678369,-0.00536124585141695,0.00240032004267254,0.0013544018058691,0.00171065493646139,0.00376116596144804,-0.00762309422644336,-0.00243976822201886,0.00508905852417296
"2014-07-29",0.0154365160498875,0.00641683778234081,-0.00598643075695093,-0.0101442741208296,-0.00585508660648948,-0.0021077283372366,-0.00402971917894468,0.00336288596759404,0.0528832630098455
"2014-07-30",-0.00896003221584618,-0.000255036980362111,-0.00682548179871523,0.00364381689820092,-0.00736196319018401,0.00516310725181879,-0.00493109116196744,-0.00685557586837293,-0.0261822067860005
"2014-07-31",-0.0130028443722064,0.0033163265306122,-0.00282980730359783,-0.0156569094622191,-0.0227441285537702,-0.00443614289049721,-0.0119440914866582,-0.0337475072863935,-0.010973936899863
"2014-08-01",-0.0232606010703993,-0.0269514365624204,-0.024054054054054,-0.00391885661595204,-0.0101188970402226,-0.0185272045028142,0.0191615226337447,-0.0528655342117798,-0.00748959778085978
"2014-08-04",0.0154899894625922,0.00444212176639658,0.00193852118526716,-0.00555426984494334,0.00715563506261163,-0.00884109916367992,0.00264984227129328,0.0305062018102582,-0.0114589155953048
"2014-08-05",-0.0104804399709454,-0.00156087408949002,0.0158927584300719,0.00930882010705147,-0.00177619893428049,-0.00144648023143668,-0.00591492574880437,0.00325309043591426,-0.000282725473565115
"2014-08-06",-0.00639681208053688,-0.00312662845231904,-0.0202693511086928,-0.0145261701637075,-0.00533807829181498,-0.00965717044905834,0.00519053044689222,-0.00664721141374836,-0.0101809954751131
"2014-08-07",0.00189973614775729,0.015420805018296,0.0136073312968621,0.00233972859148346,0.0212113467927422,0.00341296928327628,0.0204030226700251,0.0267667700342744,-0.00714285714285712
